fly_id	species	strain	sex	tastant_comparison	food_choice	NumberOfSips/1hour
fly_1506	D. melanogaster	Ir94e>Kir2.1	female	noni juice vs grape juice	grape_juice	414
fly_1507	D. melanogaster	Ir94e>Kir2.1	female	noni juice vs grape juice	noni_juice	59
fly_1507	D. melanogaster	Ir94e>Kir2.1	female	noni juice vs grape juice	grape_juice	367
fly_1508	D. melanogaster	Ir94e>Kir2.1	female	noni juice vs grape juice	noni_juice	116
fly_1508	D. melanogaster	Ir94e>Kir2.1	female	noni juice vs grape juice	grape_juice	316
fly_1509	D. melanogaster	Ir94e>Kir2.1	female	noni juice vs grape juice	noni_juice	50
fly_1509	D. melanogaster	Ir94e>Kir2.1	female	noni juice vs grape juice	grape_juice	247
fly_1510	D. melanogaster	Ir94e>Kir2.1	female	noni juice vs grape juice	noni_juice	95
fly_1510	D. melanogaster	Ir94e>Kir2.1	female	noni juice vs grape juice	grape_juice	439
fly_1511	D. melanogaster	Ir94e>Kir2.1	female	noni juice vs grape juice	noni_juice	140
fly_1511	D. melanogaster	Ir94e>Kir2.1	female	noni juice vs grape juice	grape_juice	473
fly_1512	D. melanogaster	Ir94e>Kir2.1	female	noni juice vs grape juice	noni_juice	118
fly_1512	D. melanogaster	Ir94e>Kir2.1	female	noni juice vs grape juice	grape_juice	207
fly_1513	D. melanogaster	Ir94e>Kir2.1	female	noni juice vs grape juice	noni_juice	118
fly_1513	D. melanogaster	Ir94e>Kir2.1	female	noni juice vs grape juice	grape_juice	524
fly_1514	D. melanogaster	Ir94e>Kir2.1	female	noni juice vs grape juice	noni_juice	71
fly_1514	D. melanogaster	Ir94e>Kir2.1	female	noni juice vs grape juice	grape_juice	197
fly_1515	D. melanogaster	Ir94e>Kir2.1	female	noni juice vs grape juice	noni_juice	159
fly_1515	D. melanogaster	Ir94e>Kir2.1	female	noni juice vs grape juice	grape_juice	687
fly_1516	D. melanogaster	Ir94e>w	female	noni juice vs grape juice	noni_juice	31
fly_1516	D. melanogaster	Ir94e>w	female	noni juice vs grape juice	grape_juice	226
fly_1517	D. melanogaster	Ir94e>w	female	noni juice vs grape juice	noni_juice	100
fly_1517	D. melanogaster	Ir94e>w	female	noni juice vs grape juice	grape_juice	398
fly_1518	D. melanogaster	Ir94e>w	female	noni juice vs grape juice	noni_juice	130
fly_1518	D. melanogaster	Ir94e>w	female	noni juice vs grape juice	grape_juice	258
fly_1519	D. melanogaster	Ir94e>w	female	noni juice vs grape juice	noni_juice	77
fly_1519	D. melanogaster	Ir94e>w	female	noni juice vs grape juice	grape_juice	253
fly_1520	D. melanogaster	Ir94e>w	female	noni juice vs grape juice	noni_juice	88
fly_1520	D. melanogaster	Ir94e>w	female	noni juice vs grape juice	grape_juice	299
fly_1521	D. melanogaster	Ir94e>w	female	noni juice vs grape juice	noni_juice	102
fly_1521	D. melanogaster	Ir94e>w	female	noni juice vs grape juice	grape_juice	158
fly_1522	D. melanogaster	Ir94e>w	female	noni juice vs grape juice	noni_juice	139
fly_1522	D. melanogaster	Ir94e>w	female	noni juice vs grape juice	grape_juice	108
fly_1523	D. melanogaster	Ir94e>w	female	noni juice vs grape juice	noni_juice	78
fly_1523	D. melanogaster	Ir94e>w	female	noni juice vs grape juice	grape_juice	202
fly_1524	D. melanogaster	Ir94e>w	female	noni juice vs grape juice	noni_juice	67
fly_1524	D. melanogaster	Ir94e>w	female	noni juice vs grape juice	grape_juice	390
fly_1525	D. melanogaster	Ir94e>w	female	noni juice vs grape juice	noni_juice	317
fly_1525	D. melanogaster	Ir94e>w	female	noni juice vs grape juice	grape_juice	566
fly_1526	D. melanogaster	Ir94e>w	female	noni juice vs grape juice	noni_juice	71
fly_1526	D. melanogaster	Ir94e>w	female	noni juice vs grape juice	grape_juice	119
fly_1527	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	noni_juice	137
fly_1527	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	grape_juice	152
fly_1528	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	noni_juice	181
fly_1528	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	grape_juice	222
fly_1529	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	noni_juice	66
fly_1529	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	grape_juice	186
fly_1530	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	noni_juice	206
fly_1530	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	grape_juice	573
fly_1531	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	noni_juice	222
fly_1531	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	grape_juice	247
fly_1532	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	noni_juice	120
fly_1532	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	grape_juice	297
fly_1533	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	noni_juice	43
fly_1533	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	grape_juice	113
fly_1534	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	noni_juice	162
fly_1534	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	grape_juice	196
fly_1535	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	noni_juice	661
fly_1535	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	grape_juice	515
fly_1536	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	noni_juice	179
fly_1536	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	grape_juice	315
fly_1537	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	noni_juice	381
fly_1537	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	grape_juice	515
fly_1538	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	noni_juice	147
fly_1538	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	grape_juice	216
fly_1539	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	noni_juice	286
fly_1539	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	grape_juice	539
fly_1540	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	noni_juice	379
fly_1540	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	grape_juice	373
fly_1541	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	noni_juice	209
fly_1541	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	grape_juice	138
fly_1542	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	noni_juice	110
fly_1542	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	grape_juice	84
fly_1543	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	138
fly_1543	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	173
fly_1544	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	463
fly_1544	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	459
fly_1545	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	369
fly_1545	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	44
fly_1546	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	354
fly_1546	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	81
fly_1547	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	25
fly_1547	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	59
fly_1548	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	214
fly_1548	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	68
fly_1549	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	122
fly_1549	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	50
fly_1550	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	91
fly_1550	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	118
fly_1551	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	35
fly_1551	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	121
fly_1552	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	33
fly_1552	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	264
fly_1553	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	127
fly_1553	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	153
fly_1554	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	273
fly_1554	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	119
fly_1555	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	384
fly_1555	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	381
fly_1556	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	78
fly_1556	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	215
fly_1557	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	143
fly_1557	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	235
fly_1558	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	97
fly_1558	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	91
fly_1559	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	113
fly_1559	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	86
fly_1560	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	110
fly_1560	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	187
fly_1561	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	96
fly_1561	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	209
fly_1562	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	34
fly_1562	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	104
fly_1563	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	88
fly_1563	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	264
fly_1564	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	17
fly_1564	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	200
fly_1565	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	74
fly_1565	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	291
fly_1566	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	188
fly_1566	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	192
fly_1567	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	93
fly_1567	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	984
fly_1568	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	178
fly_1568	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	478
fly_1569	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	147
fly_1569	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	405
fly_1570	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	112
fly_1570	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	451
fly_1571	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	38
fly_1571	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	143
fly_1572	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	98
fly_1572	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	608
fly_1573	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	230
fly_1573	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	189
fly_1574	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	49
fly_1574	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	101
fly_1575	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	82
fly_1575	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	168
fly_1576	D. melanogaster	ppk28>w	female	noni juice vs grape juice	noni_juice	97
fly_1576	D. melanogaster	ppk28>w	female	noni juice vs grape juice	grape_juice	655
fly_1577	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	47
fly_1577	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	47
fly_1578	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	65
fly_1578	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	76
fly_1579	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	231
fly_1579	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	52
fly_1580	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	14
fly_1580	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	30
fly_1581	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	60
fly_1581	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	51
fly_1582	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	16
fly_1582	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	10
fly_1583	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	72
fly_1583	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	17
fly_1584	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	53
fly_1584	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	18
fly_1585	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	122
fly_1585	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	21
fly_1586	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	191
fly_1586	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	44
fly_1587	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	72
fly_1587	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	11
fly_1588	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	236
fly_1588	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	129
fly_1589	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	64
fly_1589	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	34
fly_1590	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	88
fly_1590	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	32
fly_1591	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	67
fly_1591	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	33
fly_1592	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	20
fly_1592	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	13
fly_1593	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	24
fly_1593	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	14
fly_1594	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	790
fly_1594	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	228
fly_1595	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	96
fly_1595	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	13
fly_1596	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	124
fly_1596	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	22
fly_1597	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	58
fly_1597	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	67
fly_1598	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	76
fly_1598	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	10
fly_1599	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	152
fly_1599	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	15
fly_1600	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	14
fly_1600	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	378
fly_1601	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	83
fly_1601	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	14
fly_1602	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	770
fly_1602	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	11
fly_1603	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	237
fly_1603	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	16
fly_1604	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	330
fly_1604	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	86
fly_1605	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	115
fly_1605	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	24
fly_1606	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	67
fly_1606	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	17
fly_1607	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	153
fly_1607	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	20
fly_1608	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	105
fly_1608	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	28
fly_1609	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	20
fly_1609	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	10
fly_1610	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	107
fly_1610	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	43
fly_1611	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	273
fly_1611	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	36
fly_1612	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	39
fly_1612	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	49
fly_1613	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	23
fly_1613	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	16
fly_1614	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	546
fly_1614	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	13
fly_1615	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	147
fly_1615	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	93
fly_1616	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	280
fly_1616	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	88
fly_1617	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	73
fly_1617	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	54
fly_1618	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	72
fly_1618	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	19
fly_1619	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	noni_juice	36
fly_1619	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	grape_juice	27
fly_1620	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	noni_juice	75
fly_1620	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	grape_juice	57
fly_1621	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	noni_juice	72
fly_1621	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	grape_juice	112
fly_1622	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	noni_juice	41
fly_1622	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	grape_juice	42
fly_1623	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	noni_juice	90
fly_1623	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	grape_juice	22
fly_1624	D. sechellia	w*;;Gr64f-/+	female	noni juice vs grape juice	noni_juice	368
fly_1624	D. sechellia	w*;;Gr64f-/+	female	noni juice vs grape juice	grape_juice	352
fly_1625	D. sechellia	w*;;Gr64f-/+	female	noni juice vs grape juice	noni_juice	378
fly_1625	D. sechellia	w*;;Gr64f-/+	female	noni juice vs grape juice	grape_juice	88
fly_1626	D. sechellia	w*;;Gr64f-/+	female	noni juice vs grape juice	noni_juice	91
fly_1626	D. sechellia	w*;;Gr64f-/+	female	noni juice vs grape juice	grape_juice	14
fly_1627	D. sechellia	w*;;Gr64f-/+	female	noni juice vs grape juice	noni_juice	66
fly_1627	D. sechellia	w*;;Gr64f-/+	female	noni juice vs grape juice	grape_juice	12
fly_1628	D. sechellia	w*;;Gr64f-/+	female	noni juice vs grape juice	noni_juice	430
fly_1628	D. sechellia	w*;;Gr64f-/+	female	noni juice vs grape juice	grape_juice	174
fly_1629	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	noni_juice	471
fly_1629	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	grape_juice	63
fly_1630	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	noni_juice	468
fly_1630	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	grape_juice	11
fly_1631	D. sechellia	w*;;Gr64f-/+	female	noni juice vs grape juice	noni_juice	61
fly_1631	D. sechellia	w*;;Gr64f-/+	female	noni juice vs grape juice	grape_juice	15
fly_1632	D. sechellia	w*;;Gr64f-/+	female	noni juice vs grape juice	noni_juice	72
fly_1632	D. sechellia	w*;;Gr64f-/+	female	noni juice vs grape juice	grape_juice	14
fly_1633	D. sechellia	w*;;Gr64f-/+	female	noni juice vs grape juice	noni_juice	25
fly_1633	D. sechellia	w*;;Gr64f-/+	female	noni juice vs grape juice	grape_juice	19
fly_1634	D. sechellia	w*;;Gr64f-/+	female	noni juice vs grape juice	noni_juice	65
fly_1634	D. sechellia	w*;;Gr64f-/+	female	noni juice vs grape juice	grape_juice	20
fly_1635	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	noni_juice	282
fly_1635	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	grape_juice	33
fly_1636	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	noni_juice	159
fly_1636	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	grape_juice	13
fly_1637	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	noni_juice	196
fly_1637	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	grape_juice	12
fly_1638	D. sechellia	w*;;Gr64f-/+	female	noni juice vs grape juice	noni_juice	136
fly_1638	D. sechellia	w*;;Gr64f-/+	female	noni juice vs grape juice	grape_juice	38
fly_1639	D. sechellia	w*;;Gr64f-/+	female	noni juice vs grape juice	noni_juice	81
fly_1639	D. sechellia	w*;;Gr64f-/+	female	noni juice vs grape juice	grape_juice	42
fly_1640	D. sechellia	w*;;Gr64f-/+	female	noni juice vs grape juice	noni_juice	293
fly_1640	D. sechellia	w*;;Gr64f-/+	female	noni juice vs grape juice	grape_juice	85
fly_1641	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	noni_juice	170
fly_1641	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	grape_juice	15
fly_1642	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	noni_juice	565
fly_1642	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	grape_juice	21
fly_1643	D. sechellia	w*;;Gr66a-/+	female	noni juice vs grape juice	noni_juice	129
fly_1643	D. sechellia	w*;;Gr66a-/+	female	noni juice vs grape juice	grape_juice	17
fly_1644	D. sechellia	w*;;Gr66a-/+	female	noni juice vs grape juice	noni_juice	56
fly_1644	D. sechellia	w*;;Gr66a-/+	female	noni juice vs grape juice	grape_juice	29
fly_1645	D. sechellia	w*;;Gr66a-/+	female	noni juice vs grape juice	noni_juice	76
fly_1645	D. sechellia	w*;;Gr66a-/+	female	noni juice vs grape juice	grape_juice	14
fly_1646	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	noni_juice	273
fly_1646	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	grape_juice	90
fly_1647	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	noni_juice	144
fly_1647	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	grape_juice	22
fly_1648	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	noni_juice	84
fly_1648	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	grape_juice	34
fly_1649	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	noni_juice	645
fly_1649	D. sechellia	w*;;Gr66a-	female	noni juice vs grape juice	grape_juice	64
fly_1650	D. sechellia	w*;;Gr66a-/+	female	noni juice vs grape juice	noni_juice	111
fly_1650	D. sechellia	w*;;Gr66a-/+	female	noni juice vs grape juice	grape_juice	63
fly_1651	D. sechellia	w*;;Gr66a-/+	female	noni juice vs grape juice	noni_juice	42
fly_1651	D. sechellia	w*;;Gr66a-/+	female	noni juice vs grape juice	grape_juice	249
fly_1652	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	51
fly_1652	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	31
fly_1653	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	20
fly_1653	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	23
fly_1654	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	43
fly_1654	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	117
fly_1655	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	132
fly_1655	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	22
fly_1656	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	744
fly_1656	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	169
fly_1657	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	476
fly_1657	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	222
fly_1658	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	228
fly_1658	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	14
fly_1659	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	noni_juice	187
fly_1659	D. sechellia	w*;;Gr64f-	female	noni juice vs grape juice	grape_juice	11
fly_1660	D. sechellia	w*;;Gr64f-/+	female	noni juice vs grape juice	noni_juice	240
fly_1660	D. sechellia	w*;;Gr64f-/+	female	noni juice vs grape juice	grape_juice	158
fly_1661	D. sechellia	w*;;Gr64f-/+	female	noni juice vs grape juice	noni_juice	358
fly_1661	D. sechellia	w*;;Gr64f-/+	female	noni juice vs grape juice	grape_juice	249
