fly_id	species	genotype	sex	stimulation	ROI_quantified	stimulus	dff
fly_117	D. melanogaster	w*;deltaGr39a;Gr39a.a-GAL4/+	female	labellum	PMS4	coumarin 10mM	4.056212700568202
fly_117	D. melanogaster	w*;deltaGr39a;Gr39a.a-GAL4/+	female	labellum	PMS4	noni juice	1.693096471072396
fly_118	D. melanogaster	w*;deltaGr39a;Gr39a.a-GAL4/+	female	labellum	PMS4	caffeine 10mM	0.270096867530507
fly_118	D. melanogaster	w*;deltaGr39a;Gr39a.a-GAL4/+	female	labellum	PMS4	coumarin 10mM	1.9290261959920296
fly_118	D. melanogaster	w*;deltaGr39a;Gr39a.a-GAL4/+	female	labellum	PMS4	noni juice	0.9725947839343728
fly_119	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	denatonium benzoate 10mM	0.5077502331227898
fly_119	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	grape juice	0.39776856049644704
fly_119	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	water	0.01630007322828239
fly_119	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	hexanoic acid 0.5%	0.43509170589190066
fly_119	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	noni juice	0.5174940685347028
fly_119	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	octanoic acid 0.1%	0.28273340934180285
fly_119	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	sucrose 200mM	0.21875646843404187
fly_120	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	caffeine 10mM	-0.0098570724494825
fly_120	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	coumarin 10mM	0.38106582253695787
fly_120	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	denatonium benzoate 10mM	0.39079503477653166
fly_120	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	grape juice	0.44805990469707285
fly_120	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	hexanoic acid 0.5%	0.22575747118503692
fly_120	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	noni juice	0.8765398764723751
fly_120	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	octanoic acid 0.1%	0.19092001428896177
fly_120	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	sucrose 200mM	0.6274377942165433
fly_121	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	denatonium benzoate 10mM	0.19423458179285216
fly_121	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	fructose 200mM	3.5415766231325754
fly_121	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	glucose 200mM	1.5422016222479722
fly_121	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	grape juice	4.180937235998608
fly_121	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	water	0.47459790656114376
fly_121	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	hexanoic acid 0.5%	2.568959273038554
fly_121	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	noni extract	4.471778669626847
fly_121	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	noni juice	5.101860654624474
fly_121	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	octanoic acid 0.1%	0.8622436786004493
fly_121	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	sucrose 200mM	2.364223405460519
fly_122	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	denatonium benzoate 10mM	0.4959677419354839
fly_122	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	fructose 200mM	2.0625731520662645
fly_122	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	glucose 200mM	2.3373191899710704
fly_122	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	grape juice	5.8216304863838415
fly_122	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	water	1.1173608489576778
fly_122	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	hexanoic acid 0.5%	4.760775209447865
fly_122	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	noni extract	5.418589211618257
fly_122	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	noni juice	6.35965848452508
fly_122	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	octanoic acid 0.1%	0.7976470588235294
fly_122	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	sucrose 200mM	2.24234256309728
fly_123	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	denatonium benzoate 10mM	0.0777988614800759
fly_123	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	fructose 200mM	1.4364246747796894
fly_123	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	glucose 200mM	0.19744592387269216
fly_123	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	grape juice	1.3252352812431605
fly_123	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	water	0.3471715755025713
fly_123	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	hexanoic acid 0.5%	3.6711353162966063
fly_123	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	noni extract	4.020157756354076
fly_123	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	noni juice	4.2738228074090605
fly_123	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	octanoic acid 0.1%	0.8820126544139801
fly_123	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	sucrose 200mM	0.8932229243843974
fly_124	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	fructose 200mM	0.7134389604468255
fly_124	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	glucose 200mM	0.1849522740033689
fly_124	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	grape juice	0.33076581247222636
fly_124	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	water	0.10191879110724576
fly_124	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	hexanoic acid 0.5%	2.516084468127097
fly_124	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	noni extract	3.932727612172506
fly_124	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	noni juice	5.760551695530436
fly_124	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	octanoic acid 0.1%	1.6898880398080682
fly_124	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	sucrose 200mM	0.9257901969766376
fly_125	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	denatonium benzoate 10mM	0.17197931358721202
fly_125	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	fructose 200mM	3.2255652326911233
fly_125	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	glucose 200mM	2.1444314576723995
fly_125	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	grape juice	4.202218557937341
fly_125	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	water	0.2069767441860465
fly_125	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	hexanoic acid 0.5%	6.482368596141051
fly_125	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	noni extract	5.563944053782552
fly_125	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	noni juice	5.2971411642719595
fly_125	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	octanoic acid 0.1%	1.307705887545238
fly_125	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	sucrose 200mM	4.8144890742587725
fly_126	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	denatonium benzoate 10mM	-0.12376382088777924
fly_126	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	fructose 200mM	1.940873412734491
fly_126	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	glucose 200mM	0.13697129081744466
fly_126	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	grape juice	4.064176289276349
fly_126	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	water	3.5624591236102026
fly_126	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	hexanoic acid 0.5%	1.579106850131638
fly_126	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	noni extract	6.704628789253948
fly_126	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	noni juice	7.487094411169044
fly_126	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	octanoic acid 0.1%	0.18737052971840928
fly_126	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	sucrose 200mM	2.078894775243473
fly_127	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	fructose 200mM	2.77747342333529
fly_127	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	glucose 200mM	1.3462688667628329
fly_127	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	grape juice	3.1852174495744823
fly_127	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	water	0.675621625224985
fly_127	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	hexanoic acid 0.5%	3.3595948731737924
fly_127	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	noni extract	3.627678694870731
fly_127	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	noni juice	2.099577549788775
fly_127	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	octanoic acid 0.1%	0.5941313771257085
fly_127	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	sucrose 200mM	3.653354074732531
fly_128	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	denatonium benzoate 10mM	0.2179616548940464
fly_128	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	fructose 200mM	5.344883705160371
fly_128	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	glucose 200mM	3.044025991247845
fly_128	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	grape juice	2.76365141994252
fly_128	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	water	0.5656878917848894
fly_128	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	hexanoic acid 0.5%	2.6659297999676497
fly_128	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	noni juice	2.8427278623714365
fly_128	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	octanoic acid 0.1%	2.8438619649255137
fly_128	D. sechellia	w*;Gr64f-GAL4/Gr64f-GAL4(MUT)	female	labellum	PMS4	sucrose 200mM	5.042233308275815
fly_129	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	grape juice	0.4599354270619313
fly_129	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	water	0.1579964467163295
fly_129	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	noni juice	1.1089594629486186
fly_129	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	sucrose 200mM	0.5643015075376885
fly_130	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	caffeine 10mM	0.16469438714580392
fly_130	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	coumarin 10mM	0.5636913767019667
fly_130	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	denatonium benzoate 10mM	0.91792656587473
fly_130	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	fructose 200mM	0.6275999778135226
fly_130	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	glucose 200mM	0.413390226556944
fly_130	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	grape juice	1.262844990091353
fly_130	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	water	0.5052153515995409
fly_130	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	hexanoic acid 0.5%	0.2082850894120674
fly_130	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	noni juice	1.2182344428364689
fly_130	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	octanoic acid 0.1%	0.23693065244152647
fly_130	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	sucrose 200mM	0.609173794529561
fly_131	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	caffeine 10mM	0.12689409972064675
fly_131	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	coumarin 10mM	0.22428128906037711
fly_131	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	denatonium benzoate 10mM	0.26015769224133467
fly_131	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	fructose 200mM	0.3998090804039457
fly_131	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	glucose 200mM	0.18782845649776164
fly_131	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	grape juice	0.6224693470202453
fly_131	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	water	0.09948692278813666
fly_131	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	hexanoic acid 0.5%	0.18048552921967237
fly_131	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	noni juice	0.4126252285763406
fly_131	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	octanoic acid 0.1%	0.2468227424749164
fly_131	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	sucrose 200mM	0.26583339152293833
fly_132	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	grape juice	0.30292609860551467
fly_132	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	water	0.10278080226750316
fly_132	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	noni juice	0.3103251024883211
fly_132	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	sucrose 200mM	0.3366495976591075
fly_133	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	caffeine 10mM	0.04341966729837861
fly_133	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	coumarin 10mM	0.4166457549142618
fly_133	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	denatonium benzoate 10mM	0.10396144252314717
fly_133	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	fructose 200mM	0.944883640995572
fly_133	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	glucose 200mM	0.07713198309331191
fly_133	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	grape juice	0.32224877075887126
fly_133	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	water	0.09533781997844784
fly_133	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	hexanoic acid 0.5%	0.211996459521212
fly_133	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	noni juice	0.5397785503285574
fly_133	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	octanoic acid 0.1%	0.23585536311151625
fly_133	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	sucrose 200mM	0.5215342953592759
fly_134	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	caffeine 10mM	0.1101754971028388
fly_134	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	coumarin 10mM	0.1629816950096281
fly_134	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	denatonium benzoate 10mM	0.3715170278637771
fly_134	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	fructose 200mM	0.19298990971853425
fly_134	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	glucose 200mM	0.1381106203441229
fly_134	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	grape juice	0.21442188842100857
fly_134	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	water	0.1933600756612204
fly_134	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	hexanoic acid 0.5%	0.2769992477125212
fly_134	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	noni juice	0.34511421958337524
fly_134	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	octanoic acid 0.1%	0.12982945902900808
fly_134	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	sucrose 200mM	0.28691558788916227
fly_135	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	fructose 200mM	1.1991572159846149
fly_135	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	glucose 200mM	1.333657885219907
fly_135	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	water	0.5494208076215221
fly_135	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	sucrose 200mM	1.262233272314964
fly_136	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	caffeine 10mM	0.2626584624508859
fly_136	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	coumarin 10mM	0.34990583804143127
fly_136	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	denatonium benzoate 10mM	0.2548901140397251
fly_136	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	grape juice	0.12994350282485875
fly_136	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	water	0.2101464567593804
fly_136	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	hexanoic acid 0.5%	0.2719334376802043
fly_136	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	noni juice	0.7769359656152109
fly_136	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	noni juice	0.34140960327329617
fly_136	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	octanoic acid 0.1%	0.3191810773206122
fly_136	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	sucrose 200mM	0.4458177342427817
fly_137	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	caffeine 10mM	0.11997767857142858
fly_137	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	denatonium benzoate 10mM	0.6284379069945606
fly_137	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	glucose 200mM	1.212772696678149
fly_137	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	grape juice	0.300006458696635
fly_137	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	water	0.35708646552020046
fly_137	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	hexanoic acid 0.5%	0.17238743215350508
fly_137	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	noni juice	0.7933772067272538
fly_137	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	octanoic acid 0.1%	0.5430027091504589
fly_137	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	sucrose 200mM	0.4383478436930553
fly_138	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	caffeine 10mM	0.10140735384101908
fly_138	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	coumarin 10mM	0.4578456143969474
fly_138	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	denatonium benzoate 10mM	1.3033127820879673
fly_138	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	grape juice	0.17612453866859062
fly_138	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	grape juice	0.1011608623548922
fly_138	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	water	0.21195478053915512
fly_138	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	noni juice	0.27948086820317747
fly_138	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	noni juice	0.3263838117025542
fly_138	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	sucrose 200mM	0.2190783340472171
fly_139	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	denatonium benzoate 10mM	0.47427849167895514
fly_139	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	grape juice	0.24488102294859856
fly_139	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	water	0.2515865693757164
fly_139	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	hexanoic acid 0.5%	0.2689395425477657
fly_139	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	noni juice	0.2671540680126098
fly_139	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	octanoic acid 0.1%	0.18545212401339628
fly_139	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	sucrose 200mM	0.28433147084284255
fly_140	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	denatonium benzoate 10mM	0.4343011074528584
fly_140	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	grape juice	0.6191464137522229
fly_140	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	water	0.509417823475952
fly_140	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	hexanoic acid 0.5%	0.10491322726596852
fly_140	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	noni juice	0.51419013704543
fly_140	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	octanoic acid 0.1%	0.457752770543844
fly_140	D. sechellia	w*;Ir25a-GAL4/+	female	foreleg	PMS4	sucrose 200mM	0.24400304979374793
fly_141	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	caffeine 10mM	0.0187557850635748
fly_141	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	denatonium benzoate 10mM	0.16823071641107806
fly_141	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	grape juice	0.326691982706186
fly_141	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	water	0.1144703438726056
fly_141	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	hexanoic acid 0.5%	0.3517860482513559
fly_141	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	noni juice	0.3981773273145388
fly_141	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	octanoic acid 0.1%	0.1825058690548648
fly_141	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	sucrose 200mM	0.6821636425881548
fly_142	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	caffeine 10mM	0.16150292378767808
fly_142	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	denatonium benzoate 10mM	0.5404195468345312
fly_142	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	grape juice	0.4400563913261237
fly_142	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	water	0.1713231803075125
fly_142	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	hexanoic acid 0.5%	0.5440881069474267
fly_142	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	noni juice	0.8113820537906337
fly_142	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	octanoic acid 0.1%	0.49012458219386207
fly_142	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	sucrose 200mM	0.25758273328299663
fly_143	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	caffeine 10mM	0.6460781476121563
fly_143	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	denatonium benzoate 10mM	0.595608417200366
fly_143	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	fructose 200mM	0.7153940261987886
fly_143	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	glucose 200mM	0.40528730609569585
fly_143	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	grape juice	0.190202223365608
fly_143	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	water	0.3561771931214835
fly_143	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	hexanoic acid 0.5%	0.2396467487631583
fly_143	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	noni juice	0.7288463337803699
fly_143	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	octanoic acid 0.1%	0.6520418960572927
fly_143	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	sucrose 200mM	0.4199267919749178
fly_144	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	caffeine 10mM	0.5575037532667322
fly_144	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	denatonium benzoate 10mM	0.5432409422003595
fly_144	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	fructose 200mM	0.6390698950545305
fly_144	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	glucose 200mM	0.69025049558479
fly_144	D. melanogaster	w*;Ir25a-GAL4/+	female	foreleg	PMS4	grape juice	0.444910449104491
