date	fly_id	species	strain	sex	tastant_comparison	food_choice	NumberOfSips/1hour
NA	fly_1685	D. sechellia	w*;;Gr66a-/+	female	noni juice vs grape juice	grape_juice	136
NA	fly_1686	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	142
NA	fly_1686	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	34
NA	fly_1687	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	110
NA	fly_1687	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	16
NA	fly_1688	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	86
NA	fly_1688	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	11
NA	fly_1689	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	247
NA	fly_1689	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	25
NA	fly_1690	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	196
NA	fly_1690	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	15
NA	fly_1691	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	227
NA	fly_1691	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	61
NA	fly_1692	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	162
NA	fly_1692	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	12
NA	fly_1693	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	163
NA	fly_1693	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	14
NA	fly_1694	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	120
NA	fly_1694	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	33
NA	fly_1695	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	138
NA	fly_1695	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	12
NA	fly_1696	D. simulans	04	female	noni juice vs 200mM sucrose	noni_juice	50
NA	fly_1696	D. simulans	04	female	noni juice vs 200mM sucrose	200mM_sucrose	36
NA	fly_1697	D. simulans	04	female	noni juice vs 200mM sucrose	noni_juice	126
NA	fly_1697	D. simulans	04	female	noni juice vs 200mM sucrose	200mM_sucrose	338
NA	fly_1698	D. simulans	04	female	noni juice vs 200mM sucrose	noni_juice	18
NA	fly_1698	D. simulans	04	female	noni juice vs 200mM sucrose	200mM_sucrose	204
NA	fly_1699	D. simulans	04	female	noni juice vs 200mM sucrose	noni_juice	73
NA	fly_1699	D. simulans	04	female	noni juice vs 200mM sucrose	200mM_sucrose	67
NA	fly_1700	D. simulans	04	female	noni juice vs 200mM sucrose	noni_juice	107
NA	fly_1700	D. simulans	04	female	noni juice vs 200mM sucrose	200mM_sucrose	10
2024-03-07	fly_1701	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	28
2024-03-07	fly_1701	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	67
2024-03-07	fly_1702	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	97
2024-03-07	fly_1702	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	117
2024-03-07	fly_1703	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	215
2024-03-07	fly_1703	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	431
2024-03-07	fly_1704	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	74
2024-03-07	fly_1704	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	235
NA	fly_1705	D. simulans	04	female	noni juice vs 200mM sucrose	noni_juice	21
NA	fly_1705	D. simulans	04	female	noni juice vs 200mM sucrose	200mM_sucrose	18
NA	fly_1706	D. simulans	04	female	noni juice vs 200mM sucrose	noni_juice	65
NA	fly_1706	D. simulans	04	female	noni juice vs 200mM sucrose	200mM_sucrose	90
NA	fly_1707	D. simulans	04	female	noni juice vs 200mM sucrose	noni_juice	104
NA	fly_1707	D. simulans	04	female	noni juice vs 200mM sucrose	200mM_sucrose	55
NA	fly_1708	D. simulans	04	female	noni juice vs 200mM sucrose	noni_juice	73
NA	fly_1708	D. simulans	04	female	noni juice vs 200mM sucrose	200mM_sucrose	405
NA	fly_1709	D. simulans	04	female	noni juice vs 200mM sucrose	noni_juice	17
NA	fly_1709	D. simulans	04	female	noni juice vs 200mM sucrose	200mM_sucrose	230
NA	fly_1710	D. simulans	04	female	noni juice vs 200mM sucrose	noni_juice	26
NA	fly_1710	D. simulans	04	female	noni juice vs 200mM sucrose	200mM_sucrose	499
NA	fly_1711	D. simulans	04	female	noni juice vs 200mM sucrose	noni_juice	30
NA	fly_1711	D. simulans	04	female	noni juice vs 200mM sucrose	200mM_sucrose	401
2024-03-07	fly_1712	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	57
2024-03-07	fly_1712	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	127
2024-03-07	fly_1713	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	23
2024-03-07	fly_1713	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	51
2024-03-07	fly_1714	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	55
2024-03-07	fly_1714	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	27
2024-03-07	fly_1715	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	27
2024-03-07	fly_1715	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	21
2024-03-07	fly_1716	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	232
2024-03-07	fly_1716	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	397
2024-03-07	fly_1717	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	97
2024-03-07	fly_1717	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	116
2024-03-07	fly_1718	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	103
2024-03-07	fly_1718	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	295
2024-03-07	fly_1719	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	71
2024-03-07	fly_1719	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	215
2024-03-07	fly_1720	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	60
2024-03-07	fly_1720	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	334
2024-03-07	fly_1721	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	349
2024-03-07	fly_1721	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	128
NA	fly_1722	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	22
NA	fly_1722	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	15
NA	fly_1723	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	100
NA	fly_1723	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	20
NA	fly_1724	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	174
NA	fly_1724	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	14
NA	fly_1725	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	68
NA	fly_1725	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	52
NA	fly_1726	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	45
NA	fly_1726	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	25
2024-03-07	fly_1727	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	54
2024-03-07	fly_1727	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	321
2024-03-07	fly_1728	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	119
2024-03-07	fly_1728	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	1144
2024-03-07	fly_1729	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	112
2024-03-07	fly_1729	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	281
2024-03-07	fly_1730	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	101
2024-03-07	fly_1730	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	215
2024-03-07	fly_1731	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	134
2024-03-07	fly_1731	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	405
2024-03-07	fly_1732	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	21
2024-03-07	fly_1732	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	138
2024-03-07	fly_1733	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	79
2024-03-07	fly_1733	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	536
2024-03-07	fly_1734	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	63
2024-03-07	fly_1734	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	347
2024-03-07	fly_1735	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	246
2024-03-07	fly_1735	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	1331
2024-03-07	fly_1736	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	93
2024-03-07	fly_1736	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	314
2024-03-07	fly_1737	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	183
2024-03-07	fly_1737	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	578
2024-03-07	fly_1738	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	42
2024-03-07	fly_1738	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	183
2024-03-07	fly_1739	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	91
2024-03-07	fly_1739	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	336
NA	fly_1740	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	86
NA	fly_1740	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	11
NA	fly_1741	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	209
NA	fly_1741	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	12
NA	fly_1742	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	459
NA	fly_1742	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	181
NA	fly_1743	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	363
NA	fly_1743	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	26
NA	fly_1744	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	184
NA	fly_1744	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	336
NA	fly_1745	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	910
NA	fly_1745	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	49
NA	fly_1746	D. simulans	04	female	noni juice vs 200mM sucrose	noni_juice	22
NA	fly_1746	D. simulans	04	female	noni juice vs 200mM sucrose	200mM_sucrose	100
NA	fly_1747	D. simulans	04	female	noni juice vs 200mM sucrose	noni_juice	46
NA	fly_1747	D. simulans	04	female	noni juice vs 200mM sucrose	200mM_sucrose	41
NA	fly_1748	D. simulans	04	female	noni juice vs 200mM sucrose	noni_juice	42
NA	fly_1748	D. simulans	04	female	noni juice vs 200mM sucrose	200mM_sucrose	18
NA	fly_1749	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	16
NA	fly_1749	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	16
NA	fly_1750	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	42
NA	fly_1750	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	22
NA	fly_1751	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	23
NA	fly_1751	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	56
NA	fly_1752	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	170
NA	fly_1752	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	172
NA	fly_1753	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	304
NA	fly_1753	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	11
NA	fly_1754	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	55
NA	fly_1754	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	107
NA	fly_1755	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	142
NA	fly_1755	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	233
NA	fly_1756	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	28
NA	fly_1756	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	152
NA	fly_1757	D. simulans	04	female	noni juice vs 200mM sucrose	noni_juice	87
NA	fly_1757	D. simulans	04	female	noni juice vs 200mM sucrose	200mM_sucrose	16
NA	fly_1758	D. simulans	04	female	noni juice vs 200mM sucrose	noni_juice	77
NA	fly_1758	D. simulans	04	female	noni juice vs 200mM sucrose	200mM_sucrose	13
NA	fly_1759	D. simulans	04	female	noni juice vs 200mM sucrose	noni_juice	97
NA	fly_1759	D. simulans	04	female	noni juice vs 200mM sucrose	200mM_sucrose	18
NA	fly_1760	D. simulans	04	female	noni juice vs 200mM sucrose	noni_juice	100
NA	fly_1760	D. simulans	04	female	noni juice vs 200mM sucrose	200mM_sucrose	56
NA	fly_1761	D. simulans	04	female	noni juice vs 200mM sucrose	noni_juice	173
NA	fly_1761	D. simulans	04	female	noni juice vs 200mM sucrose	200mM_sucrose	99
NA	fly_1762	D. simulans	04	female	noni juice vs 200mM sucrose	noni_juice	63
NA	fly_1762	D. simulans	04	female	noni juice vs 200mM sucrose	200mM_sucrose	637
2024-03-21	fly_1763	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	160
2024-03-21	fly_1763	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	573
2024-03-21	fly_1764	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	86
2024-03-21	fly_1764	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	39
2024-03-21	fly_1765	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	164
2024-03-21	fly_1765	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	439
2024-03-21	fly_1766	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	33
2024-03-21	fly_1766	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	686
2024-03-21	fly_1767	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	139
2024-03-21	fly_1767	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	119
2024-03-21	fly_1768	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	84
2024-03-21	fly_1768	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	101
2024-03-21	fly_1769	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	32
2024-03-21	fly_1769	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	224
2024-03-21	fly_1770	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	139
2024-03-21	fly_1770	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	345
2024-03-21	fly_1771	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	32
2024-03-21	fly_1771	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	16
2024-03-21	fly_1772	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	19
2024-03-21	fly_1772	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	197
2024-03-21	fly_1773	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	62
2024-03-21	fly_1773	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	107
2024-03-21	fly_1774	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	85
2024-03-21	fly_1774	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	2273
2024-03-21	fly_1775	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	270
2024-03-21	fly_1775	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	748
2024-03-21	fly_1776	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	143
2024-03-21	fly_1776	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	409
2024-03-21	fly_1777	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	158
2024-03-21	fly_1777	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	18
2024-03-21	fly_1778	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	311
2024-03-21	fly_1778	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	518
2024-03-21	fly_1779	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	106
2024-03-21	fly_1779	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	415
2024-03-21	fly_1780	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	62
2024-03-21	fly_1780	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	488
2024-03-21	fly_1781	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	noni_juice	23
2024-03-21	fly_1781	D. melanogaster	Canton-S	female	noni juice vs 200mM sucrose	200mM_sucrose	163
NA	fly_1782	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	157
NA	fly_1782	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	11
NA	fly_1783	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	85
NA	fly_1783	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	34
NA	fly_1784	D. sechellia	07	female	noni juice vs 200mM sucrose	noni_juice	244
NA	fly_1784	D. sechellia	07	female	noni juice vs 200mM sucrose	200mM_sucrose	38
NA	fly_1785	D. simulans	04	female	noni juice vs 200mM sucrose	noni_juice	29
NA	fly_1785	D. simulans	04	female	noni juice vs 200mM sucrose	200mM_sucrose	87
NA	fly_1786	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	noni_juice	134
NA	fly_1786	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	200mM_sucrose	182
NA	fly_1787	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	noni_juice	72
NA	fly_1787	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	200mM_sucrose	91
NA	fly_1788	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	noni_juice	98
NA	fly_1788	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	200mM_sucrose	76
NA	fly_1789	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	noni_juice	67
NA	fly_1789	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	200mM_sucrose	66
NA	fly_1790	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	noni_juice	107
NA	fly_1790	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	200mM_sucrose	164
NA	fly_1791	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	noni_juice	90
NA	fly_1791	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	200mM_sucrose	118
NA	fly_1792	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	noni_juice	55
NA	fly_1792	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	200mM_sucrose	98
NA	fly_1793	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	noni_juice	354
NA	fly_1793	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	200mM_sucrose	400
NA	fly_1794	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	noni_juice	408
NA	fly_1794	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	200mM_sucrose	569
NA	fly_1795	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	noni_juice	863
NA	fly_1795	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	200mM_sucrose	170
NA	fly_1796	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	noni_juice	187
NA	fly_1796	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	200mM_sucrose	253
NA	fly_1797	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	noni_juice	152
NA	fly_1797	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	200mM_sucrose	198
NA	fly_1798	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	noni_juice	152
NA	fly_1798	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	200mM_sucrose	187
NA	fly_1799	D. simulans	196	female	noni juice vs 200mM sucrose	noni_juice	130
NA	fly_1799	D. simulans	196	female	noni juice vs 200mM sucrose	200mM_sucrose	31
NA	fly_1800	D. simulans	196	female	noni juice vs 200mM sucrose	noni_juice	78
NA	fly_1800	D. simulans	196	female	noni juice vs 200mM sucrose	200mM_sucrose	149
NA	fly_1801	D. simulans	196	female	noni juice vs 200mM sucrose	noni_juice	678
NA	fly_1801	D. simulans	196	female	noni juice vs 200mM sucrose	200mM_sucrose	152
NA	fly_1802	D. simulans	196	female	noni juice vs 200mM sucrose	noni_juice	318
NA	fly_1802	D. simulans	196	female	noni juice vs 200mM sucrose	200mM_sucrose	126
NA	fly_1803	D. simulans	196	female	noni juice vs 200mM sucrose	noni_juice	125
NA	fly_1803	D. simulans	196	female	noni juice vs 200mM sucrose	200mM_sucrose	63
NA	fly_1804	D. simulans	196	female	noni juice vs 200mM sucrose	noni_juice	297
NA	fly_1804	D. simulans	196	female	noni juice vs 200mM sucrose	200mM_sucrose	109
NA	fly_1805	D. simulans	196	female	noni juice vs 200mM sucrose	noni_juice	120
NA	fly_1805	D. simulans	196	female	noni juice vs 200mM sucrose	200mM_sucrose	223
NA	fly_1806	D. sechellia	28	female	noni juice vs 200mM sucrose	noni_juice	162
NA	fly_1806	D. sechellia	28	female	noni juice vs 200mM sucrose	200mM_sucrose	34
NA	fly_1807	D. sechellia	28	female	noni juice vs 200mM sucrose	noni_juice	178
NA	fly_1807	D. sechellia	28	female	noni juice vs 200mM sucrose	200mM_sucrose	45
NA	fly_1808	D. sechellia	28	female	noni juice vs 200mM sucrose	noni_juice	241
NA	fly_1808	D. sechellia	28	female	noni juice vs 200mM sucrose	200mM_sucrose	15
NA	fly_1809	D. simulans	196	female	noni juice vs 200mM sucrose	noni_juice	27
NA	fly_1809	D. simulans	196	female	noni juice vs 200mM sucrose	200mM_sucrose	42
NA	fly_1810	D. simulans	196	female	noni juice vs 200mM sucrose	noni_juice	105
NA	fly_1810	D. simulans	196	female	noni juice vs 200mM sucrose	200mM_sucrose	51
NA	fly_1811	D. simulans	196	female	noni juice vs 200mM sucrose	noni_juice	67
NA	fly_1811	D. simulans	196	female	noni juice vs 200mM sucrose	200mM_sucrose	49
NA	fly_1812	D. simulans	196	female	noni juice vs 200mM sucrose	noni_juice	67
NA	fly_1812	D. simulans	196	female	noni juice vs 200mM sucrose	200mM_sucrose	16
NA	fly_1813	D. simulans	196	female	noni juice vs 200mM sucrose	noni_juice	449
NA	fly_1813	D. simulans	196	female	noni juice vs 200mM sucrose	200mM_sucrose	80
NA	fly_1814	D. simulans	196	female	noni juice vs 200mM sucrose	noni_juice	161
NA	fly_1814	D. simulans	196	female	noni juice vs 200mM sucrose	200mM_sucrose	45
NA	fly_1815	D. simulans	196	female	noni juice vs 200mM sucrose	noni_juice	83
NA	fly_1815	D. simulans	196	female	noni juice vs 200mM sucrose	200mM_sucrose	51
NA	fly_1816	D. simulans	196	female	noni juice vs 200mM sucrose	noni_juice	191
NA	fly_1816	D. simulans	196	female	noni juice vs 200mM sucrose	200mM_sucrose	152
NA	fly_1817	D. simulans	196	female	noni juice vs 200mM sucrose	noni_juice	337
NA	fly_1817	D. simulans	196	female	noni juice vs 200mM sucrose	200mM_sucrose	448
NA	fly_1818	D. simulans	196	female	noni juice vs 200mM sucrose	noni_juice	426
NA	fly_1818	D. simulans	196	female	noni juice vs 200mM sucrose	200mM_sucrose	342
NA	fly_1819	D. sechellia	28	female	noni juice vs 200mM sucrose	noni_juice	99
NA	fly_1819	D. sechellia	28	female	noni juice vs 200mM sucrose	200mM_sucrose	102
NA	fly_1820	D. sechellia	28	female	noni juice vs 200mM sucrose	noni_juice	64
NA	fly_1820	D. sechellia	28	female	noni juice vs 200mM sucrose	200mM_sucrose	124
NA	fly_1821	D. sechellia	28	female	noni juice vs 200mM sucrose	noni_juice	81
NA	fly_1821	D. sechellia	28	female	noni juice vs 200mM sucrose	200mM_sucrose	13
NA	fly_1822	D. sechellia	28	female	noni juice vs 200mM sucrose	noni_juice	66
NA	fly_1822	D. sechellia	28	female	noni juice vs 200mM sucrose	200mM_sucrose	75
NA	fly_1823	D. sechellia	28	female	noni juice vs 200mM sucrose	noni_juice	101
NA	fly_1823	D. sechellia	28	female	noni juice vs 200mM sucrose	200mM_sucrose	44
NA	fly_1824	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	noni_juice	113
NA	fly_1824	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	200mM_sucrose	75
NA	fly_1825	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	noni_juice	171
NA	fly_1825	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	200mM_sucrose	333
NA	fly_1826	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	noni_juice	169
NA	fly_1826	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	200mM_sucrose	159
NA	fly_1827	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	noni_juice	113
NA	fly_1827	D. melanogaster	Oregon-R	female	noni juice vs 200mM sucrose	200mM_sucrose	52
NA	fly_1828	D. sechellia	28	female	noni juice vs 200mM sucrose	noni_juice	156
NA	fly_1828	D. sechellia	28	female	noni juice vs 200mM sucrose	200mM_sucrose	151
NA	fly_1829	D. sechellia	28	female	noni juice vs 200mM sucrose	noni_juice	334
NA	fly_1829	D. sechellia	28	female	noni juice vs 200mM sucrose	200mM_sucrose	10
NA	fly_1830	D. sechellia	28	female	noni juice vs 200mM sucrose	noni_juice	430
NA	fly_1830	D. sechellia	28	female	noni juice vs 200mM sucrose	200mM_sucrose	64
NA	fly_1831	D. simulans	196	female	noni juice vs 200mM sucrose	noni_juice	193
