date	fly_id	species	strain	sex	tastant_comparison	food_choice	NumberOfSips/1hour
2021-10-20	fly_318	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	1271
2021-10-20	fly_319	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	943
2021-10-20	fly_319	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	1116
2021-10-20	fly_320	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	53
2021-10-20	fly_320	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	209
2021-10-20	fly_321	D. melanogaster	Canton-S	female	noni juice vs grape juice	noni_juice	145
2021-10-20	fly_321	D. melanogaster	Canton-S	female	noni juice vs grape juice	grape_juice	252
2021-10-20	fly_322	D. melanogaster	Canton-S	female	noni juice vs grape juice	noni_juice	115
2021-10-20	fly_322	D. melanogaster	Canton-S	female	noni juice vs grape juice	grape_juice	216
2021-10-20	fly_323	D. melanogaster	Canton-S	female	noni juice vs grape juice	noni_juice	90
2021-10-20	fly_323	D. melanogaster	Canton-S	female	noni juice vs grape juice	grape_juice	190
2021-10-20	fly_324	D. melanogaster	Canton-S	female	noni juice vs grape juice	noni_juice	80
2021-10-20	fly_324	D. melanogaster	Canton-S	female	noni juice vs grape juice	grape_juice	98
2021-10-20	fly_325	D. melanogaster	Canton-S	female	noni juice vs grape juice	noni_juice	181
2021-10-20	fly_325	D. melanogaster	Canton-S	female	noni juice vs grape juice	grape_juice	267
2021-10-20	fly_326	D. melanogaster	Canton-S	female	noni juice vs grape juice	noni_juice	63
2021-10-20	fly_326	D. melanogaster	Canton-S	female	noni juice vs grape juice	grape_juice	126
2021-10-20	fly_327	D. melanogaster	Canton-S	female	noni juice vs grape juice	noni_juice	52
2021-10-20	fly_327	D. melanogaster	Canton-S	female	noni juice vs grape juice	grape_juice	108
2021-10-20	fly_328	D. melanogaster	Canton-S	female	noni juice vs grape juice	noni_juice	148
2021-10-20	fly_328	D. melanogaster	Canton-S	female	noni juice vs grape juice	grape_juice	175
2021-10-20	fly_329	D. melanogaster	Canton-S	female	noni juice vs grape juice	noni_juice	132
2021-10-20	fly_329	D. melanogaster	Canton-S	female	noni juice vs grape juice	grape_juice	295
2021-10-20	fly_330	D. melanogaster	Canton-S	female	noni juice vs grape juice	noni_juice	189
2021-10-20	fly_330	D. melanogaster	Canton-S	female	noni juice vs grape juice	grape_juice	342
2021-10-20	fly_331	D. melanogaster	Canton-S	female	noni juice vs grape juice	noni_juice	174
2021-10-20	fly_331	D. melanogaster	Canton-S	female	noni juice vs grape juice	grape_juice	294
2021-10-20	fly_332	D. melanogaster	Canton-S	female	noni juice vs grape juice	noni_juice	35
2021-10-20	fly_332	D. melanogaster	Canton-S	female	noni juice vs grape juice	grape_juice	106
2021-10-21	fly_333	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs grape juice	noni_juice	133
2021-10-21	fly_333	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs grape juice	grape_juice	27
2021-10-21	fly_334	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs grape juice	noni_juice	258
2021-10-21	fly_334	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs grape juice	grape_juice	125
2021-10-21	fly_335	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs grape juice	noni_juice	169
2021-10-21	fly_335	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs grape juice	grape_juice	90
2021-10-21	fly_336	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs grape juice	noni_juice	178
2021-10-21	fly_336	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs grape juice	grape_juice	107
2021-10-21	fly_337	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs grape juice	noni_juice	91
2021-10-21	fly_337	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs grape juice	grape_juice	64
2021-10-21	fly_338	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs grape juice	noni_juice	25
2021-10-21	fly_338	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs grape juice	grape_juice	30
2021-10-21	fly_339	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs grape juice	noni_juice	50
2021-10-21	fly_339	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs grape juice	grape_juice	62
2021-10-21	fly_340	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs grape juice	noni_juice	99
2021-10-21	fly_340	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs grape juice	grape_juice	29
2021-10-21	fly_341	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs grape juice	noni_juice	65
2021-10-21	fly_341	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs grape juice	grape_juice	30
2021-10-21	fly_342	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs grape juice	noni_juice	181
2021-10-21	fly_342	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs grape juice	grape_juice	85
2021-10-21	fly_343	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs grape juice	noni_juice	164
2021-10-21	fly_343	D. melanogaster	Gr64f>Kir2.1	female	noni juice vs grape juice	grape_juice	44
NA	fly_344	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	noni_juice	137
NA	fly_344	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	grape_juice	1090
NA	fly_345	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	noni_juice	50
NA	fly_345	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	grape_juice	463
NA	fly_346	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	noni_juice	67
NA	fly_346	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	grape_juice	202
NA	fly_347	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	noni_juice	374
NA	fly_347	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	grape_juice	510
NA	fly_348	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	noni_juice	98
NA	fly_348	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	grape_juice	531
NA	fly_349	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	noni_juice	351
NA	fly_349	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	grape_juice	401
NA	fly_350	D. melanogaster	Gr64f>w	female	noni juice vs grape juice	noni_juice	30
NA	fly_350	D. melanogaster	Gr64f>w	female	noni juice vs grape juice	grape_juice	272
NA	fly_351	D. melanogaster	Gr64f>w	female	noni juice vs grape juice	noni_juice	189
NA	fly_351	D. melanogaster	Gr64f>w	female	noni juice vs grape juice	grape_juice	561
NA	fly_352	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	noni_juice	390
NA	fly_352	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	grape_juice	346
NA	fly_353	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	noni_juice	57
NA	fly_353	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	grape_juice	452
NA	fly_354	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	noni_juice	44
NA	fly_354	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	grape_juice	141
NA	fly_355	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	noni_juice	137
NA	fly_355	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	grape_juice	124
NA	fly_356	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	noni_juice	146
NA	fly_356	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	grape_juice	1044
NA	fly_357	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	noni_juice	103
NA	fly_357	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	grape_juice	303
NA	fly_358	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	noni_juice	92
NA	fly_358	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	grape_juice	462
NA	fly_359	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	noni_juice	164
NA	fly_359	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	grape_juice	764
NA	fly_360	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	noni_juice	192
NA	fly_360	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	grape_juice	586
NA	fly_361	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	noni_juice	138
NA	fly_361	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	grape_juice	222
NA	fly_362	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	noni_juice	51
NA	fly_362	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	grape_juice	311
NA	fly_363	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	noni_juice	270
NA	fly_363	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	grape_juice	907
NA	fly_364	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	noni_juice	120
NA	fly_364	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	grape_juice	260
NA	fly_365	D. melanogaster	Gr64f>w	female	noni juice vs grape juice	noni_juice	150
NA	fly_365	D. melanogaster	Gr64f>w	female	noni juice vs grape juice	grape_juice	287
NA	fly_366	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	noni_juice	188
NA	fly_366	D. melanogaster	ppk28>Kir2.1	female	noni juice vs grape juice	grape_juice	104
NA	fly_367	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	noni_juice	285
NA	fly_367	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	grape_juice	293
NA	fly_368	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	noni_juice	372
NA	fly_368	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	grape_juice	146
NA	fly_369	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	noni_juice	578
NA	fly_369	D. melanogaster	Gr66a>w	female	noni juice vs grape juice	grape_juice	194
2021-10-28	fly_370	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	1794
2021-10-28	fly_370	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	244
2021-10-28	fly_371	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	1064
2021-10-28	fly_371	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	685
2021-10-28	fly_372	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	932
2021-10-28	fly_372	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	394
2021-10-28	fly_373	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	1951
2021-10-28	fly_373	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	765
2021-10-28	fly_374	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	noni_juice	343
2021-10-28	fly_374	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	grape_juice	180
2021-10-28	fly_375	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	noni_juice	75
2021-10-28	fly_375	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	grape_juice	84
2021-10-28	fly_376	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	noni_juice	386
2021-10-28	fly_376	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	grape_juice	210
2021-10-28	fly_377	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	noni_juice	167
2021-10-28	fly_377	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	grape_juice	106
2021-10-28	fly_378	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	noni_juice	203
2021-10-28	fly_378	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	grape_juice	53
2021-10-28	fly_379	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	noni_juice	115
2021-10-28	fly_379	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	grape_juice	63
2021-10-28	fly_380	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	noni_juice	93
2021-10-28	fly_380	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	grape_juice	74
2021-10-28	fly_381	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	noni_juice	133
2021-10-28	fly_381	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	grape_juice	74
2021-10-28	fly_382	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	noni_juice	81
2021-10-28	fly_382	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	grape_juice	19
2021-10-28	fly_383	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	noni_juice	52
2021-10-28	fly_383	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	grape_juice	50
2021-10-28	fly_384	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	noni_juice	1226
2021-10-28	fly_384	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	grape_juice	64
2021-10-28	fly_385	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	noni_juice	109
2021-10-28	fly_385	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	grape_juice	149
2021-10-28	fly_386	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	noni_juice	163
2021-10-28	fly_386	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	grape_juice	141
2021-10-28	fly_387	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	noni_juice	29
2021-10-28	fly_387	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	grape_juice	33
2021-10-28	fly_388	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	noni_juice	44
2021-10-28	fly_388	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	grape_juice	83
2021-10-28	fly_389	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	noni_juice	36
2021-10-28	fly_389	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	grape_juice	79
2021-10-28	fly_390	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	noni_juice	11
2021-10-28	fly_390	D. melanogaster	w1118>Kir2.1	female	noni juice vs grape juice	grape_juice	48
NA	fly_391	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	13
NA	fly_391	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	24
NA	fly_392	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	233
NA	fly_392	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	295
NA	fly_393	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	65
NA	fly_393	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	198
NA	fly_394	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	60
NA	fly_394	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	222
NA	fly_395	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	39
NA	fly_395	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	81
NA	fly_396	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	57
NA	fly_396	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	268
NA	fly_397	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	38
NA	fly_397	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	121
NA	fly_398	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	13
NA	fly_398	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	34
NA	fly_399	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	67
NA	fly_399	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	145
NA	fly_400	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	36
NA	fly_400	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	100
NA	fly_401	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	40
NA	fly_401	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	438
NA	fly_402	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	30
NA	fly_402	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	82
NA	fly_403	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	31
NA	fly_403	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	42
NA	fly_404	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	20
NA	fly_404	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	160
NA	fly_405	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	171
NA	fly_405	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	186
NA	fly_406	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	97
NA	fly_406	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	195
NA	fly_407	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	65
NA	fly_407	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	125
NA	fly_408	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	337
NA	fly_408	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	76
NA	fly_409	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	126
NA	fly_409	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	204
NA	fly_410	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	62
NA	fly_410	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	73
NA	fly_411	D. melanogaster	Oregon-R	female	noni juice vs grape juice	noni_juice	15
NA	fly_411	D. melanogaster	Oregon-R	female	noni juice vs grape juice	grape_juice	136
NA	fly_412	D. melanogaster	Oregon-R	female	noni juice vs grape juice	noni_juice	39
NA	fly_412	D. melanogaster	Oregon-R	female	noni juice vs grape juice	grape_juice	20
NA	fly_413	D. melanogaster	Oregon-R	female	noni juice vs grape juice	noni_juice	50
NA	fly_413	D. melanogaster	Oregon-R	female	noni juice vs grape juice	grape_juice	108
NA	fly_414	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	833
NA	fly_414	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	58
NA	fly_415	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	45
NA	fly_415	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	95
NA	fly_416	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	52
NA	fly_416	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	233
NA	fly_417	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	62
NA	fly_417	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	89
NA	fly_418	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	63
NA	fly_418	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	234
NA	fly_419	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	18
NA	fly_419	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	34
NA	fly_420	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	87
NA	fly_420	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	321
NA	fly_421	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	52
NA	fly_421	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	117
NA	fly_422	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	59
NA	fly_422	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	113
NA	fly_423	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	24
NA	fly_423	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	53
NA	fly_424	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	25
NA	fly_424	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	209
NA	fly_425	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	78
NA	fly_425	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	111
NA	fly_426	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	24
NA	fly_426	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	138
NA	fly_427	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	23
NA	fly_427	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	305
NA	fly_428	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	58
NA	fly_428	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	232
NA	fly_429	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	10
NA	fly_429	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	107
NA	fly_430	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	18
NA	fly_430	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	80
NA	fly_431	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	15
NA	fly_431	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	137
NA	fly_432	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	61
NA	fly_432	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	301
NA	fly_433	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	89
NA	fly_433	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	83
NA	fly_434	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	22
NA	fly_434	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	328
NA	fly_435	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	43
NA	fly_435	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	197
NA	fly_436	D. melanogaster	Oregon-R	female	noni juice vs grape juice	noni_juice	50
NA	fly_436	D. melanogaster	Oregon-R	female	noni juice vs grape juice	grape_juice	191
NA	fly_437	D. melanogaster	Oregon-R	female	noni juice vs grape juice	noni_juice	62
NA	fly_437	D. melanogaster	Oregon-R	female	noni juice vs grape juice	grape_juice	182
NA	fly_438	D. melanogaster	Oregon-R	female	noni juice vs grape juice	noni_juice	52
NA	fly_438	D. melanogaster	Oregon-R	female	noni juice vs grape juice	grape_juice	140
NA	fly_439	D. melanogaster	Oregon-R	female	noni juice vs grape juice	noni_juice	101
NA	fly_439	D. melanogaster	Oregon-R	female	noni juice vs grape juice	grape_juice	80
NA	fly_440	D. melanogaster	Oregon-R	female	noni juice vs grape juice	noni_juice	27
NA	fly_440	D. melanogaster	Oregon-R	female	noni juice vs grape juice	grape_juice	70
NA	fly_441	D. melanogaster	Oregon-R	female	noni juice vs grape juice	noni_juice	77
NA	fly_441	D. melanogaster	Oregon-R	female	noni juice vs grape juice	grape_juice	322
NA	fly_442	D. melanogaster	Oregon-R	female	noni juice vs grape juice	noni_juice	59
NA	fly_442	D. melanogaster	Oregon-R	female	noni juice vs grape juice	grape_juice	60
NA	fly_443	D. melanogaster	Oregon-R	female	noni juice vs grape juice	noni_juice	23
NA	fly_443	D. melanogaster	Oregon-R	female	noni juice vs grape juice	grape_juice	159
NA	fly_444	D. melanogaster	Oregon-R	female	noni juice vs grape juice	noni_juice	35
NA	fly_444	D. melanogaster	Oregon-R	female	noni juice vs grape juice	grape_juice	96
NA	fly_445	D. melanogaster	Oregon-R	female	noni juice vs grape juice	noni_juice	10
NA	fly_445	D. melanogaster	Oregon-R	female	noni juice vs grape juice	grape_juice	50
NA	fly_446	D. melanogaster	Oregon-R	female	noni juice vs grape juice	noni_juice	69
NA	fly_446	D. melanogaster	Oregon-R	female	noni juice vs grape juice	grape_juice	97
NA	fly_447	D. melanogaster	Oregon-R	female	noni juice vs grape juice	noni_juice	73
NA	fly_447	D. melanogaster	Oregon-R	female	noni juice vs grape juice	grape_juice	137
NA	fly_448	D. melanogaster	Oregon-R	female	noni juice vs grape juice	noni_juice	13
NA	fly_448	D. melanogaster	Oregon-R	female	noni juice vs grape juice	grape_juice	221
NA	fly_449	D. sechellia	07	female	noni juice vs grape juice	noni_juice	260
NA	fly_449	D. sechellia	07	female	noni juice vs grape juice	grape_juice	29
NA	fly_450	D. sechellia	07	female	noni juice vs grape juice	noni_juice	91
NA	fly_450	D. sechellia	07	female	noni juice vs grape juice	grape_juice	46
NA	fly_451	D. sechellia	07	female	noni juice vs grape juice	noni_juice	167
NA	fly_451	D. sechellia	07	female	noni juice vs grape juice	grape_juice	74
NA	fly_452	D. sechellia	07	female	noni juice vs grape juice	noni_juice	144
NA	fly_452	D. sechellia	07	female	noni juice vs grape juice	grape_juice	194
NA	fly_453	D. sechellia	07	female	noni juice vs grape juice	noni_juice	37
NA	fly_453	D. sechellia	07	female	noni juice vs grape juice	grape_juice	63
NA	fly_454	D. sechellia	07	female	noni juice vs grape juice	noni_juice	127
NA	fly_454	D. sechellia	07	female	noni juice vs grape juice	grape_juice	11
NA	fly_455	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	193
NA	fly_455	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	494
NA	fly_456	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	147
NA	fly_456	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	362
NA	fly_457	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	17
NA	fly_457	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	132
NA	fly_458	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	449
NA	fly_458	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	276
NA	fly_459	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	234
NA	fly_459	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	307
NA	fly_460	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	321
NA	fly_460	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	256
NA	fly_461	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	198
NA	fly_461	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	446
NA	fly_462	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	61
NA	fly_462	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	331
NA	fly_463	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	129
NA	fly_463	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	647
NA	fly_464	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	104
NA	fly_464	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	53
NA	fly_465	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	122
NA	fly_465	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	116
NA	fly_466	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	205
NA	fly_466	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	156
NA	fly_467	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	190
NA	fly_467	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	308
NA	fly_468	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	177
NA	fly_468	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	178
NA	fly_469	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	244
NA	fly_469	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	230
NA	fly_470	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	108
NA	fly_470	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	135
NA	fly_471	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	129
NA	fly_471	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	436
NA	fly_472	D. melanogaster	w1118	female	noni juice vs grape juice	noni_juice	315
NA	fly_472	D. melanogaster	w1118	female	noni juice vs grape juice	grape_juice	513
